text,label,phishing_type,severity,confidence
"Subject: Workshop recap

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Jordan Brown",0,legitimate,low,0.99
"Account holder, this is an limited offer notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: quick ends soon expires

Regards,
Riley Martinez",1,urgency,high,0.89
"Dear user, this is the bank compliance team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: apple fbi amazon

Security Team,
Alex Garcia",1,authority_scam,high,0.8
"Subject: Quarterly roadmap

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Sam Brown",0,legitimate,low,0.96
"Hello, congratulations! You are the selected recipient of a refund. To claim your payment of $10,000, please provide your credit card to process the total. This offer is limited time.

Keywords: win profit

IT Desk,
Alex Singh",1,financial_scam,high,0.89
"Subject: Office maintenance

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Sam Khan",0,legitimate,low,0.97
"Subject: Classroom logistics

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Cameron Patel",0,legitimate,low,0.99
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: transfer back, personal story, you were wearing, ran into, children's hospital

Support Desk,
Alex Garcia",1,social_engineering_advanced,high,0.92
"Notice, final warning. Failure to respond will seize your account. Immediate action is required to avoid legal action. Your case will be referred to prosecution if unresolved.

Keywords: default restrict

IT Desk,
Riley Martinez",1,threats,high,0.85
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: international issues, afghanistan, we met, relationship, accident, cards

IT Desk,
Morgan Martinez",1,romance_dating,medium,0.9
"Subject: Networking event details

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Jordan Kim",0,legitimate,low,0.98
"Subject: Schedule confirmation

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Let me know if the timing works for you.

Best,
Cameron Wong",0,legitimate,low,0.97
"Dear customer, we detected a login attempt on your account. To restore access, please update your information. Your account may be locked until you recover it.

Keywords: validate confirm compromised access denied login attempt

Risk Operations,
Jordan Singh",1,social_engineering,high,0.83
"Subject: Training session notes

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Let me know if the timing works for you.

Best,
Avery Kim",0,legitimate,low,0.97
"Subject: Code review summary

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Taylor Martinez",0,legitimate,low,1.0
"Subject: Weekly status report

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Sam Martinez",0,legitimate,low,0.98
"Subject: Office maintenance

Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Alex Garcia",0,legitimate,low,0.97
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: medical conference, remembered you mentioning, unexpected situation

Sincerely,
Jordan Nguyen",1,social_engineering_advanced,high,0.92
"Attention, this is the court accounts team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: instagram federal police director

Regards,
Taylor Lee",1,authority_scam,high,0.82
"Attention, final warning. Failure to respond will terminate your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: forfeit cease court warrant

Security Team,
Jamie Garcia",1,threats,high,0.85
"Subject: Networking event details

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Let me know if the timing works for you.

Best,
Alex Patel",0,legitimate,low,0.97
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: recovery key, username, log in, authentication

IT Desk,
Sam Lee",1,credential_harvesting,high,0.8
"Hi there, this is an expires soon notice regarding your account. Your access will be limited today. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions immediately.

Keywords: instantly hurry

Regards,
Riley Brown",1,urgency,high,0.92
"Account holder, your account has been suspended. Use the secure link to reset password and restore access. Enter your username and password to continue.

Keywords: log in login

Security Team,
Casey Kim",1,credential_harvesting,high,0.89
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: 2fa, change password, passcode

Support Desk,
Jordan Patel",1,credential_harvesting,high,0.86
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: problem, repair, patch, upgrade

Regards,
Alex Lee",1,tech_support,high,0.86
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: log in, recover account, reset, access code

Compliance Team,
Avery Lee",1,credential_harvesting,high,0.85
"Subject: Networking event details

Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Riley Wong",0,legitimate,low,1.0
"Subject: Workshop recap

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Taylor Nguyen",0,legitimate,low,0.97
"Subject: Schedule confirmation

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Riley Khan",0,legitimate,low,0.98
"Subject: Meeting follow-up

Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Sam Nguyen",0,legitimate,low,0.96
"Dear customer, final warning. Failure to respond will seize your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: remove breach desist jail

IT Desk,
Riley Singh",1,threats,high,0.83
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: lonely, international issues, transfer back, business trip, businessman, extend stay

IT Desk,
Sam Kim",1,romance_dating,medium,0.88
"Dear user, this is the police compliance team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: amazon instagram hr ebay

Risk Operations,
Morgan Wong",1,authority_scam,high,0.95
"Subject: Meeting follow-up

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Jordan Khan",0,legitimate,low,0.96
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: dublin, temporary loan, unexpected situation

Account Services,
Cameron Nguyen",1,romance_dating,high,0.84
"Subject: Documentation review

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Jamie Singh",0,legitimate,low,0.97
"Dear user, this is the apple accounts team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: security paypal treasury mcafee

Account Services,
Jamie Patel",1,authority_scam,high,0.79
"Subject: Team lunch planning

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Feel free to add notes before we meet.

Best,
Alex Brown",0,legitimate,low,0.96
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: ran into, unexpected situation, understand these, remembered you mentioning, stranded traveler, temporary loan

Security Team,
Taylor Martinez",1,social_engineering_advanced,high,0.95
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: understand these, international issues, stolen

Regards,
Avery Wong",1,social_engineering_advanced,high,0.97
"Dear user, this is an ends soon notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, act now. This offer is last chance and ends soon. Follow the instructions now.

Keywords: expires 48 hours rush expires today

Support Desk,
Jamie Lee",1,urgency,high,0.74
"Dear customer, we detected unusual activity on your account. To verify access, please update your information. Your account may be locked until you reactivate it.

Keywords: confirm expired violation

Sincerely,
Cameron Lee",1,social_engineering,high,0.79
"Attention, congratulations! You are the selected recipient of a reward. To collect your gift of $1,200, please provide your credit card to process the amount. This offer is limited time.

Keywords: claim inheritance

Sincerely,
Morgan Brown",1,financial_scam,high,0.91
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: trust me, traveler, romance

Regards,
Jamie Garcia",1,romance_dating,medium,0.74
"Attention, this is the legal compliance team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: cia spotify manager police federal

Regards,
Alex Lee",1,authority_scam,high,0.93
"Hello, final warning. Failure to respond will block your account. Immediate action is required to avoid penalty. Your case will be referred to the judge if unresolved.

Keywords: criminal block summons prison

Account Services,
Casey Martinez",1,threats,high,0.89
"Subject: Budget planning

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Jordan Lee",0,legitimate,low,0.96
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: instantly, don't wait, expires, act fast

Account Services,
Casey Brown",1,urgency,high,0.88
"Subject: Performance feedback

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Taylor Patel",0,legitimate,low,0.99
"Account holder, congratulations! You are the winner of a refund. To collect your payment of $10,000, please provide your credit card to process the amount. This offer is limited time.

Keywords: pounds dollar collect money lottery

Risk Operations,
Avery Brown",1,financial_scam,medium,0.83
"Dear customer, this is the court accounts team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: twitter homeland security human resources

IT Desk,
Jamie Martinez",1,authority_scam,high,0.93
"Dear customer, congratulations! You are the selected recipient of a prize. To collect your gift of 3 BTC, please provide your credit card to process the amount. This deal is available today only.

Keywords: money claim 10000

Risk Operations,
Jamie Martinez",1,financial_scam,medium,0.87
"Subject: Lab availability

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Jordan Khan",0,legitimate,low,0.99
"Subject: Weekly status report

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Taylor Kim",0,legitimate,low,0.96
"Dear user, congratulations! You are the selected recipient of a prize. To claim your gift of $10,000, please provide your account number to process the amount. This offer is available today only.

Keywords: amount offer redeem

Security Team,
Cameron Lee",1,financial_scam,medium,0.79
"Subject: Performance feedback

Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Avery Wong",0,legitimate,low,0.99
"Account holder, this is the court compliance team. There are security violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Keywords: apple attorney telegram

Risk Operations,
Jordan Kim",1,authority_scam,high,0.78
"Notice, this is an rush notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: expires midnight expire final notice

Compliance Team,
Taylor Lee",1,urgency,medium,0.82
"Subject: Weekly status report

Thanks for attending the workshop. Here are the links to references and the slide deck.

Thanks for reviewing the document.

Best,
Morgan Kim",0,legitimate,low,0.97
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: charity gala, understand these, children's hospital

Account Services,
Morgan Martinez",1,social_engineering_advanced,high,0.89
"Subject: Conference registration

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Casey Wong",0,legitimate,low,0.97
"Dear user, your profile has been restricted. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: access code security code

Compliance Team,
Sam Wong",1,credential_harvesting,high,0.84
"Subject: Training session notes

Thanks for attending the workshop. Here are links to references and the slide deck.

Let me know if the timing works for you.

Best,
Jamie Kim",0,legitimate,low,0.96
"Subject: Welcome aboard

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Morgan Patel",0,legitimate,low,0.97
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: spread, private, alert

Security Team,
Cameron Khan",1,generic_phishing,low,0.77
"Account holder, this is the google accounts team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Keywords: chase policy medicare irs

IT Desk,
Cameron Martinez",1,authority_scam,high,0.79
"Hello, this is the attorney compliance team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: telegram federal instagram

IT Desk,
Jordan Nguyen",1,authority_scam,high,0.83
"Notice, this is the microsoft compliance team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: administration spotify homeland security

Compliance Team,
Avery Singh",1,authority_scam,high,0.85
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: warning, install, notice

Compliance Team,
Avery Kim",1,generic_phishing,medium,0.76
"Subject: Research discussion

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Appreciate your feedback on this draft.

Best,
Alex Kim",0,legitimate,low,0.98
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: trojan, update, virus, customer service, troubleshoot

Support Desk,
Taylor Garcia",1,tech_support,high,0.9
"Dear user, this is the lawyer security team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: treasury twitter wells fargo ceo

Risk Operations,
Avery Brown",1,authority_scam,high,0.87
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, update, malware, help desk

Sincerely,
Jordan Kim",1,tech_support,high,0.79
"Subject: Lab booking confirmation

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Cameron Khan",0,legitimate,low,0.99
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: upgrade, network admin, technical support

Account Services,
Jamie Kim",1,tech_support,high,0.81
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: support team, it department, fix, bug

Support Desk,
Sam Garcia",1,tech_support,high,0.92
"Subject: Welcome aboard

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Jordan Khan",0,legitimate,low,0.99
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: we talked about, unusual, financial request, temporary loan, stranded traveler, remembered you mentioning

Sincerely,
Alex Khan",1,social_engineering_advanced,high,0.84
"Account holder, final warning. Failure to respond will hold your account. Immediate action is required to avoid penalty. Your case will be referred to the judge if unresolved.

Keywords: action required delete immediate action summons

IT Desk,
Jordan Wong",1,threats,high,0.96
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expires today, final notice, time sensitive, rush

Compliance Team,
Sam Kim",1,urgency,medium,0.82
"Dear customer, your account has been restricted. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: security settings security question sign in reset access code

Risk Operations,
Morgan Kim",1,credential_harvesting,high,0.96
"Dear user, we detected a login attempt on your account. To verify access, please validate your information. Your account may be locked until you reactivate it.

Keywords: unusual activity frozen suspended compromised recover

Security Team,
Jamie Brown",1,social_engineering,high,0.81
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: now, act fast, expires soon, 24 hours, 48 hours

Support Desk,
Cameron Lee",1,urgency,medium,0.82
"Hi there, congratulations! You are the selected recipient of a prize. To claim your payment of 3 BTC, please provide your account number to process the amount. This offer is limited time.

Keywords: amount price money jackpot

Support Desk,
Jamie Kim",1,financial_scam,high,0.75
"Hi there, this is an last chance notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: today only hurry

Compliance Team,
Jordan Nguyen",1,urgency,medium,0.73
"Subject: Performance feedback

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Morgan Brown",0,legitimate,low,0.97
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expire, today only, rush, act now

Account Services,
Alex Wong",1,urgency,high,0.82
"Subject: Office maintenance

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Avery Wong",0,legitimate,low,0.95
"Subject: Documentation review

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Riley Lee",0,legitimate,low,0.98
"Subject: Office maintenance

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

I'll share the slides later today.

Best,
Jamie Lee",0,legitimate,low,1.0
"Subject: Classroom logistics

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Sam Wong",0,legitimate,low,0.97
"Subject: Office maintenance

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Taylor Singh",0,legitimate,low,0.99
"Subject: Lab availability

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Alex Martinez",0,legitimate,low,0.98
"Subject: Office maintenance

Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Taylor Patel",0,legitimate,low,0.95
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: marry, widower, engineer, payment verification

Compliance Team,
Cameron Garcia",1,romance_dating,medium,0.93
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: alert, notice, announcement, click here

Regards,
Casey Martinez",1,generic_phishing,medium,0.74
"Subject: Workshop recap

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Let me know if the timing works for you.

Best,
Taylor Garcia",0,legitimate,low,0.98
"Hi there, we detected unusual activity on your account. To verify access, please update your information. Your account may be temporarily on hold until you reactivate it.

Keywords: security alert data breach unusual activity

Account Services,
Alex Lee",1,social_engineering,high,0.81
"Subject: Schedule confirmation

Sharing the revised documentation with examples. The new endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Avery Martinez",0,legitimate,low,0.96
"Hello, we detected unusual activity on your account. To authenticate access, please validate your information. Your account may be temporarily on hold until you recover it.

Keywords: account closed validate

Account Services,
Jamie Brown",1,social_engineering,high,0.89
"Subject: Onboarding checklist

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Sam Wong",0,legitimate,low,0.99
"Subject: Project update

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Morgan Brown",0,legitimate,low,0.99
"Hi there, this is an 48 hours notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: last chance final notice instantly limited time limited offer

Security Team,
Cameron Kim",1,urgency,medium,0.79
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: signin, login, activation code, recover account

Security Team,
Avery Martinez",1,credential_harvesting,high,0.9
"Hello, your profile has been locked. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: log in login forgot password passcode account

IT Desk,
Avery Martinez",1,credential_harvesting,high,0.8
"Subject: Team lunch planning

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Avery Khan",0,legitimate,low,0.98
"Dear customer, congratulations! You are the winner of a reward. To collect your payment of $1,200, please provide your routing number to process the amount. This deal is limited time.

Keywords: ssn profit bitcoin 10000

Account Services,
Casey Singh",1,financial_scam,medium,0.84
"Notice, we detected a login attempt on your account. To verify access, please validate your information. Your account may be temporarily on hold until you recover it.

Keywords: unauthorized restore restricted reactivate confirm

Support Desk,
Sam Kim",1,social_engineering,high,0.89
"Subject: Training session notes

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Avery Lee",0,legitimate,low,0.99
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: network, help desk, antivirus, virus, firewall

Security Team,
Cameron Wong",1,tech_support,high,0.82
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: soldier, zelle, syria, we met

Sincerely,
Jordan Kim",1,romance_dating,medium,0.9
"Dear user, congratulations! You are the selected recipient of a refund. To collect your payment of 3 BTC, please provide your routing number to process the amount. This deal is limited time.

Keywords: ssn transfer thousand profit

Account Services,
Morgan Brown",1,financial_scam,medium,0.72
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: infection, repair, malware

Security Team,
Jamie Singh",1,tech_support,high,0.84
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: replacement cards, we talked about, emergency loan, international issues

Security Team,
Taylor Brown",1,social_engineering_advanced,high,0.87
"Subject: Onboarding checklist

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Casey Nguyen",0,legitimate,low,0.96
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: remembered you, sincere, widow

IT Desk,
Jamie Martinez",1,romance_dating,medium,0.91
"Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: quick, expires midnight, instantly, asap, expires today, time sensitive

Support Desk,
Sam Martinez",1,urgency,high,0.78
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: notification, noreply, do not reply, private

Sincerely,
Alex Nguyen",1,generic_phishing,medium,0.78
"Subject: Schedule confirmation

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Sam Khan",0,legitimate,low,0.98
"Subject: Conference registration

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Morgan Martinez",0,legitimate,low,0.98
"Hello, this is an don't wait notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: limited time asap

Support Desk,
Casey Khan",1,urgency,medium,0.71
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: act fast, today only, limited time, urgent, hurry, ends soon

Support Desk,
Riley Lee",1,urgency,medium,0.86
"Subject: Performance feedback

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Jamie Patel",0,legitimate,low,0.96
"Attention, your account has been locked. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: authentication pin

Sincerely,
Jordan Khan",1,credential_harvesting,high,0.87
"Subject: Meeting follow-up

Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Sam Kim",0,legitimate,low,0.97
"Subject: Code review summary

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Sam Nguyen",0,legitimate,low,0.97
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: we met, soldier, soulmate, medical conference, extend stay

Security Team,
Jamie Patel",1,romance_dating,medium,0.78
"Subject: Networking event details

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Jordan Patel",0,legitimate,low,0.97
"Notice, congratulations! You are the winner of a prize. To redeem your payment of 3 BTC, please provide your routing number to process the amount. This deal is available today only.

Keywords: medical treatment profit

Compliance Team,
Morgan Kim",1,financial_scam,high,0.81
"Subject: Documentation review

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Casey Nguyen",0,legitimate,low,0.99
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: server, security software, bug, issue, connection

Security Team,
Jamie Patel",1,tech_support,high,0.84
"Subject: Quarterly roadmap

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Casey Brown",0,legitimate,low,0.97
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: log in, change password, sign in

Sincerely,
Casey Martinez",1,credential_harvesting,high,0.79
"Account holder, this is the court compliance team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: federal social security customs paypal apple

Regards,
Jamie Nguyen",1,authority_scam,high,0.85
"Account holder, final warning. Failure to respond will seize your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Keywords: prosecution jail final warning block limit

Regards,
Jordan Khan",1,threats,high,0.94
"Dear user, congratulations! You are the selected recipient of a prize. To redeem your gift of ₹80,000, please provide your account number to process the amount. This offer is available today only.

Keywords: dollar total routing number contest

IT Desk,
Sam Lee",1,financial_scam,high,0.84
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: unexpected situation, unusual, stranded traveler

Account Services,
Alex Nguyen",1,social_engineering_advanced,high,0.84
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: redirect, sensitive, install, click here

Account Services,
Jordan Nguyen",1,generic_phishing,medium,0.78
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: don't wait, rush, final notice, while supplies last, asap

Support Desk,
Avery Nguyen",1,urgency,high,0.84
"Subject: Office maintenance

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Appreciate your feedback on this draft.

Best,
Jamie Brown",0,legitimate,low,0.98
